id,shape_type,display_name,category,subcategory,description,source,priority,seo_keywords,canonical_url,base_energy,asset_value_usd,mint_status,onchain_token_id,erc20_contract_address,morph_parameters,last_morph_at,is_active
287,hyper_lattice_shard_287,Hyper Lattice Shard #287,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
288,hyper_lattice_shard_288,Hyper Lattice Shard #288,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
289,hyper_lattice_shard_289,Hyper Lattice Shard #289,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
290,hyper_lattice_shard_290,Hyper Lattice Shard #290,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
291,hyper_lattice_shard_291,Hyper Lattice Shard #291,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
292,hyper_lattice_shard_292,Hyper Lattice Shard #292,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
293,hyper_lattice_shard_293,Hyper Lattice Shard #293,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
294,hyper_lattice_shard_294,Hyper Lattice Shard #294,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
295,hyper_lattice_shard_295,Hyper Lattice Shard #295,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
296,hyper_lattice_shard_296,Hyper Lattice Shard #296,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
297,hyper_lattice_shard_297,Hyper Lattice Shard #297,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
298,hyper_lattice_shard_298,Hyper Lattice Shard #298,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
299,hyper_lattice_shard_299,Hyper Lattice Shard #299,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
300,hyper_lattice_shard_300,Hyper Lattice Shard #300,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
301,hyper_lattice_shard_301,Hyper Lattice Shard #301,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
302,hyper_lattice_shard_302,Hyper Lattice Shard #302,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
303,hyper_lattice_shard_303,Hyper Lattice Shard #303,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
304,hyper_lattice_shard_304,Hyper Lattice Shard #304,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
305,hyper_lattice_shard_305,Hyper Lattice Shard #305,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
306,hyper_lattice_shard_306,Hyper Lattice Shard #306,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
307,hyper_lattice_shard_307,Hyper Lattice Shard #307,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
308,hyper_lattice_shard_308,Hyper Lattice Shard #308,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
309,hyper_lattice_shard_309,Hyper Lattice Shard #309,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
310,hyper_lattice_shard_310,Hyper Lattice Shard #310,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
311,hyper_lattice_shard_311,Hyper Lattice Shard #311,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
312,hyper_lattice_shard_312,Hyper Lattice Shard #312,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
313,hyper_lattice_shard_313,Hyper Lattice Shard #313,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
314,hyper_lattice_shard_314,Hyper Lattice Shard #314,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
315,hyper_lattice_shard_315,Hyper Lattice Shard #315,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
316,hyper_lattice_shard_316,Hyper Lattice Shard #316,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
317,hyper_lattice_shard_317,Hyper Lattice Shard #317,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
318,hyper_lattice_shard_318,Hyper Lattice Shard #318,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
319,hyper_lattice_shard_319,Hyper Lattice Shard #319,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
320,hyper_lattice_shard_320,Hyper Lattice Shard #320,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
321,hyper_lattice_shard_321,Hyper Lattice Shard #321,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
322,hyper_lattice_shard_322,Hyper Lattice Shard #322,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
323,hyper_lattice_shard_323,Hyper Lattice Shard #323,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
324,hyper_lattice_shard_324,Hyper Lattice Shard #324,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
325,hyper_lattice_shard_325,Hyper Lattice Shard #325,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
326,hyper_lattice_shard_326,Hyper Lattice Shard #326,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
327,hyper_lattice_shard_327,Hyper Lattice Shard #327,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
328,hyper_lattice_shard_328,Hyper Lattice Shard #328,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
329,hyper_lattice_shard_329,Hyper Lattice Shard #329,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
330,hyper_lattice_shard_330,Hyper Lattice Shard #330,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
331,hyper_lattice_shard_331,Hyper Lattice Shard #331,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
332,hyper_lattice_shard_332,Hyper Lattice Shard #332,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
333,hyper_lattice_shard_333,Hyper Lattice Shard #333,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
334,hyper_lattice_shard_334,Hyper Lattice Shard #334,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
335,hyper_lattice_shard_335,Hyper Lattice Shard #335,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
336,hyper_lattice_shard_336,Hyper Lattice Shard #336,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
337,hyper_lattice_shard_337,Hyper Lattice Shard #337,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
338,hyper_lattice_shard_338,Hyper Lattice Shard #338,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
339,hyper_lattice_shard_339,Hyper Lattice Shard #339,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
340,hyper_lattice_shard_340,Hyper Lattice Shard #340,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
341,hyper_lattice_shard_341,Hyper Lattice Shard #341,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
342,hyper_lattice_shard_342,Hyper Lattice Shard #342,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
343,hyper_lattice_shard_343,Hyper Lattice Shard #343,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
344,hyper_lattice_shard_344,Hyper Lattice Shard #344,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
345,hyper_lattice_shard_345,Hyper Lattice Shard #345,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
346,hyper_lattice_shard_346,Hyper Lattice Shard #346,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
347,hyper_lattice_shard_347,Hyper Lattice Shard #347,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
348,hyper_lattice_shard_348,Hyper Lattice Shard #348,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
349,hyper_lattice_shard_349,Hyper Lattice Shard #349,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
350,hyper_lattice_shard_350,Hyper Lattice Shard #350,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
351,hyper_lattice_shard_351,Hyper Lattice Shard #351,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
352,hyper_lattice_shard_352,Hyper Lattice Shard #352,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
353,hyper_lattice_shard_353,Hyper Lattice Shard #353,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
354,hyper_lattice_shard_354,Hyper Lattice Shard #354,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
355,hyper_lattice_shard_355,Hyper Lattice Shard #355,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
356,hyper_lattice_shard_356,Hyper Lattice Shard #356,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
357,hyper_lattice_shard_357,Hyper Lattice Shard #357,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
358,hyper_lattice_shard_358,Hyper Lattice Shard #358,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
359,hyper_lattice_shard_359,Hyper Lattice Shard #359,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
360,hyper_lattice_shard_360,Hyper Lattice Shard #360,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
361,hyper_lattice_shard_361,Hyper Lattice Shard #361,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
362,hyper_lattice_shard_362,Hyper Lattice Shard #362,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
363,hyper_lattice_shard_363,Hyper Lattice Shard #363,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
364,hyper_lattice_shard_364,Hyper Lattice Shard #364,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
365,hyper_lattice_shard_365,Hyper Lattice Shard #365,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
366,hyper_lattice_shard_366,Hyper Lattice Shard #366,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
367,hyper_lattice_shard_367,Hyper Lattice Shard #367,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
368,hyper_lattice_shard_368,Hyper Lattice Shard #368,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
369,hyper_lattice_shard_369,Hyper Lattice Shard #369,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
370,hyper_lattice_shard_370,Hyper Lattice Shard #370,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
371,hyper_lattice_shard_371,Hyper Lattice Shard #371,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
372,hyper_lattice_shard_372,Hyper Lattice Shard #372,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
373,hyper_lattice_shard_373,Hyper Lattice Shard #373,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
374,hyper_lattice_shard_374,Hyper Lattice Shard #374,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
375,hyper_lattice_shard_375,Hyper Lattice Shard #375,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
376,hyper_lattice_shard_376,Hyper Lattice Shard #376,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
377,hyper_lattice_shard_377,Hyper Lattice Shard #377,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
378,hyper_lattice_shard_378,Hyper Lattice Shard #378,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
379,hyper_lattice_shard_379,Hyper Lattice Shard #379,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
380,hyper_lattice_shard_380,Hyper Lattice Shard #380,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
381,hyper_lattice_shard_381,Hyper Lattice Shard #381,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
